objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,specObjID,z,zErr,photoZ,photoErr,class,subClass
1237663788498616695,3,22.39423,0.5099117,22.17169,0.1553038,20.57643,0.05496231,19.44261,0.03148796,18.65828,0.05956155,6433632147849107456,-0.0002538078,4.825627E-05,0.655659,0.048023,STAR,M5III (221615)
1237663789035159919,3,22.78157,0.5821258,21.42589,0.08692152,20.27553,0.04395711,19.48161,0.0298438,18.9803,0.06375875,6433577172267718656,-0.0005581918,9.387798E-05,0.553084,0.046867,STAR,M1 (204445)
1237663915728241318,3,23.4106,0.8763968,21.4081,0.06817493,20.31384,0.03785881,19.5593,0.02969937,19.10037,0.07460714,5097082287847397376,0.0001887434,4.803369E-05,0.502304,0.095083,STAR,M1 (204445)
1237663915728437911,3,27.08635,0.319949,23.1224,0.4613196,21.05198,0.1067353,19.47702,0.04165116,18.45314,0.06039858,5097079539068327936,-0.0001764048,4.225253E-05,0.744094,0.046141,STAR,M5III (221615)
1237663915728503154,3,24.58739,1.536184,22.23613,0.1747709,20.65315,0.06214278,19.58555,0.0384143,18.89393,0.07446104,5097096581498558464,2.824507E-05,4.679019E-05,0.588298,0.036687,STAR,M4.5:III (123657)
1237663915728634051,3,23.89294,2.629852,24.697,2.154361,20.86814,0.1565084,19.04547,0.04459023,19.83579,0.3387369,5097104003202045952,6.330751E-05,6.461576E-05,0.515341,0.102164,STAR,M5III (221615)
1237663915728700071,3,23.91986,1.182254,22.00413,0.1159947,20.63063,0.05109165,19.42068,0.02787553,18.73044,0.05410957,5097116097829951488,0.000237782,3.873213E-05,0.646209,0.051449,STAR,M4.5:III (123657)
1237663916265636496,3,26.22382,0.5025704,21.68587,0.08663427,20.34061,0.04114407,19.49214,0.02929929,19.19326,0.07767751,5097100429789255680,-3.350538E-05,4.077657E-05,0.506471,0.055377,STAR,M1 (204445)
1237663916265701433,3,23.32057,2.783835,22.72631,0.6988346,19.6558,0.07633088,18.39023,0.0362698,17.6637,0.06449035,5097097681010186240,-4.026953E-05,3.839788E-05,0.423273,0.039731,STAR,M5III (221615)
1237663916809257042,3,25.0203,1.142633,22.41877,0.1934628,21.00734,0.08744282,19.80209,0.04733817,19.16229,0.1008259,6433658536128174080,-0.0006186001,0.0001610065,0.636843,0.044997,STAR,M4.5:III (123657)
1237663917882081636,3,22.2208,0.574218,22.21413,0.1917072,20.8365,0.08647089,19.67849,0.04743866,19.04724,0.08575471,6433522746442143744,-0.0001635098,8.233029E-05,0.628433,0.048323,STAR,M4.5:III (123657)
1237663918419411442,3,21.60377,0.501105,20.66154,0.06872378,19.7591,0.04882731,18.98707,0.04012974,18.58755,0.1026995,6433553257889814528,0.0003568546,6.710126E-05,0.511385,0.124964,STAR,M4.5:III (123657)
1237664092893480002,3,24.4461,0.9495858,22.36316,0.1372906,21.25187,0.06802084,20.00263,0.03237313,19.27984,0.07295045,5055363793686910976,0.0001270347,6.164164E-05,0.683844,0.071297,STAR,M5III (221615)
1237664092893544533,3,25.10109,0.9494073,20.76445,0.04371361,20.67496,0.05401788,19.16152,0.0204825,19.37753,0.0834482,5055365717832259584,0.0002540176,2.31363E-05,0.331459,0.177664,STAR,K3V (32147)
1237664092893545170,3,23.1548,0.6381527,22.1337,0.1352073,20.54858,0.04537271,19.31705,0.02214311,18.67305,0.04454562,5055367367099701248,9.206322E-05,8.087713E-05,0.62832,0.036595,STAR,M5III (221615)
1237664092894397451,3,23.70912,1.392136,21.9773,0.1700379,20.62813,0.07787391,19.40657,0.03578691,18.62998,0.06473021,5052068836192573440,0.0002457608,7.092794E-05,0.67422,0.063151,STAR,M5III (221615)
1237664093431726893,3,24.83565,0.932954,22.42049,0.150887,21.07453,0.063705,20.04598,0.03468332,19.75504,0.1048869,5052107319099545600,0.0001017865,6.734782E-05,0.568877,0.051548,STAR,M1 (204445)
1237664093967549468,3,22.95806,0.7551577,21.51086,0.1063027,20.22255,0.04514935,19.1487,0.02695633,18.58798,0.05334474,5055495460204337152,-5.681362E-05,8.040626E-05,0.590604,0.041328,STAR,M3III (44478)
1237664093972660756,3,21.81904,0.296876,21.2009,0.08943568,19.61805,0.03224646,18.69103,0.02188654,18.16973,0.0416308,5021543089283815424,0.000194202,5.779732E-05,0.523852,0.02353,STAR,M4.5:III (123657)
1237664094509532009,3,24.26988,1.158945,21.91867,0.1048859,20.5293,0.04487202,19.60029,0.02899644,19.13934,0.06413747,5021553809522186240,-7.53593E-05,4.779422E-05,0.531999,0.036282,STAR,M4.5:III (123657)
1237664130481520774,3,23.72041,0.7738373,22.58996,0.1977667,20.80309,0.06038314,19.68082,0.03570616,19.02287,0.07550141,6027097607675074560,-1.747628E-05,6.196433E-05,0.600522,0.032828,STAR,M4.5:III (123657)
1237664132628283972,3,24.36703,0.9888807,23.11836,0.3105579,21.15599,0.08394036,19.6731,0.03988245,19.09326,0.0780098,6023692970406205440,4.662852E-05,0.0001304661,0.718449,0.040459,STAR,M5III (221615)
1237664291547775664,3,24.20958,0.8729569,22.01417,0.09516319,20.70117,0.04451559,19.6801,0.0306902,19.05107,0.0553021,6126140516214265856,0.0001359084,0.0001776205,0.581859,0.047388,STAR,M4.5:III (123657)
1237664291548364895,3,22.19686,0.5381952,20.64337,0.07248776,20.04409,0.0648682,18.51346,0.0264634,17.82216,0.04612034,6126073995760785408,-0.0001636508,3.990982E-05,0.333358,0.108348,STAR,M5III (221615)
1237664667365081196,3,23.2732,0.5818212,21.79771,0.08144744,20.60634,0.04333505,19.60616,0.02916882,18.99891,0.05870555,5208615648813668352,-0.0002382999,5.889051E-05,0.5911,0.062116,STAR,M3III (44478)
1237664668972417707,3,26.06042,0.7229064,22.27992,0.1400397,20.6248,0.0520601,19.54812,0.03147188,18.68675,0.06338906,5138804355739441152,-0.0001409586,5.755785E-05,0.613829,0.049138,STAR,M5III (221615)
1237664668972548466,3,23.23127,0.5450794,22.40913,0.110748,20.78051,0.04121461,19.70867,0.02684601,19.64508,0.09468448,5138823597192927232,-8.605609E-06,5.605351E-05,0.571433,0.057233,STAR,M1 (204445)
1237664668976349709,3,23.6394,0.6391032,22.01386,0.07025063,20.83095,0.0404566,19.81081,0.02613624,19.31992,0.06957948,5207289087783098368,0.0001432314,9.94259E-05,0.600428,0.053435,STAR,M4.5:III (123657)
1237664819818791370,3,23.6341,0.9166649,21.93014,0.09921221,20.463,0.04061671,19.50745,0.02699467,19.05725,0.05575631,5208421585011365888,1.852256E-05,3.939515E-05,0.541101,0.043912,STAR,M3III (44478)
1237664834848358739,3,24.50757,0.9452056,21.26085,0.05302816,20.98884,0.05492443,19.86436,0.02995726,20.66238,0.1800811,5059922093011130368,-8.536013E-05,4.396938E-05,0.136281,0.142727,STAR,K1III (18322)
1237664835385491468,3,24.91961,0.9234695,21.88107,0.09352212,21.20802,0.06994229,19.98205,0.03276525,19.97558,0.105082,5059940234952988672,4.302765E-05,6.982072E-05,0.591654,0.134701,STAR,M1 (204445)
1237664835922232638,3,24.87022,0.8845762,22.90307,0.2134991,21.24285,0.07221826,19.85365,0.06312759,19.10007,0.05729317,5059933088127408128,-9.037577E-05,8.619895E-05,0.704799,0.056421,STAR,M4.5:III (123657)
1237664836995777797,3,24.20587,1.32291,21.74405,0.1057497,20.52489,0.05161956,19.24391,0.02564526,18.56529,0.04311233,5057545498560583680,0.0002206716,3.969807E-05,0.668192,0.06058,STAR,M4.5:III (123657)
1237664874577986352,3,22.46518,0.3897797,22.91669,0.2582493,21.14335,0.07000633,19.86753,0.0311369,19.10429,0.05680516,5059967172987869184,0.0001267801,6.945532E-05,0.730788,0.046334,STAR,M5III (221615)
1237665026509963920,3,23.63622,1.1591,21.91782,0.111697,20.39876,0.04366412,19.50309,0.03115718,18.96579,0.07096299,5205221455982516224,0.0002605861,0.0001166231,0.518518,0.039139,STAR,M4.5:III (123657)
1237665097916285994,3,24.13742,1.614883,22.16678,0.1857638,20.48239,0.06358124,19.31572,0.03385435,18.5873,0.06933644,5059892131319273472,0.0002467301,9.784629E-05,0.618744,0.036376,STAR,M3III (44478)
1237665098454467157,3,22.42032,0.3878779,21.6697,0.08451226,20.17123,0.0353239,19.36249,0.02441094,18.77655,0.06158181,5058829728477370368,4.314066E-05,2.887301E-05,0.49918,0.039831,STAR,M1 (204445)
1237665097917792850,3,22.84287,0.6078212,21.45293,0.0842052,20.40242,0.04540205,19.41553,0.02841312,18.89354,0.07121646,5058867111872714752,-0.0001280995,4.263431E-05,0.632704,0.059078,STAR,M4.5:III (123657)
1237665097917399752,3,24.23059,1.041997,21.97898,0.1039493,20.6673,0.04961044,19.57227,0.0280848,19.03517,0.0651291,5058825880186673152,0.0001431558,4.054658E-05,0.593956,0.054763,STAR,M4.5:III (123657)
1237665097916417097,3,23.53938,0.8392678,22.14369,0.1256137,20.43966,0.04364423,19.52758,0.02804074,18.79679,0.05690047,5059880311569274880,0.0001565543,6.433576E-05,0.533277,0.040056,STAR,M1 (204445)
1237664836996498899,3,23.71503,0.7398691,22.86973,0.1945789,21.19981,0.06724512,19.85172,0.03164119,19.18515,0.05236813,5055546587495028736,9.991525E-05,6.155219E-05,0.704727,0.045197,STAR,M5III (221615)
1237664836995712234,3,21.51362,0.2302378,21.01346,0.06662896,19.94615,0.03753272,19.17744,0.0282775,18.67955,0.05735304,5057546598072211456,0.0002564065,6.826103E-05,0.573625,0.049082,STAR,M1 (204445)
1237664836995580948,3,24.13757,0.9773047,22.27798,0.1333237,21.08086,0.0613852,19.87255,0.03101329,19.19986,0.05661217,5057549896607094784,0.0001974897,7.150171E-05,0.643109,0.058408,STAR,M4.5:III (123657)
1237664835386934109,3,23.96033,0.9326063,22.12062,0.1146366,20.82081,0.05115645,19.81826,0.02939855,19.13719,0.05324427,5058818733361092608,0.0001406685,7.318393E-05,0.580837,0.055288,STAR,M4.5:III (123657)
1237664834850128984,3,23.41957,0.8955503,21.89833,0.1235186,20.49992,0.04920099,19.30592,0.0247988,18.60716,0.04421757,5058853367977367552,-6.830761E-05,3.514966E-05,0.637165,0.046443,STAR,M4.5:III (123657)
