objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,z,zErr,zWarning,class,subClass,photoZ,photoErr
1237651736833622133,3,19.3521,0.07675033,17.94166,0.0101018,17.33424,0.00930441,17.01211,0.01026813,16.79562,0.03521825,0.08427124,1.606509E-05,0,GALAXY,STARFORMING,0.071158,0.026768
1237651737907232872,3,18.7753,0.05447441,17.63234,0.007897047,17.14906,0.007546062,16.85201,0.009194334,16.69351,0.02902224,0.08016165,8.596465E-06,0,GALAXY,STARFORMING,0.075335,0.018313
1237651752403075082,3,17.11327,0.01510807,15.96,0.003669607,15.41176,0.003227649,15.11408,0.00346603,14.86751,0.007788017,0.03104862,8.340871E-06,0,GALAXY,STARBURST,0.031858,0.006923
1237651752940339267,3,19.95683,0.09369582,18.09249,0.009169634,17.21725,0.006633688,16.79437,0.006638658,16.449,0.01716754,0.0769258,2.123491E-05,0,GALAXY,null,0.081877,0.015244
1237651752940404900,3,19.60532,0.07289453,17.83279,0.008054199,16.93081,0.005769955,16.52363,0.005738083,16.19679,0.01387907,0.07722738,1.976147E-05,0,GALAXY,null,0.098306,0.013724
1237651753477537858,3,19.48949,0.05163426,18.10468,0.00830395,17.52145,0.007131564,17.21559,0.007791563,16.98155,0.02182376,0.0534688,1.284955E-05,0,GALAXY,STARFORMING,0.072944,0.028663
1237651754012901485,3,19.13151,0.0437535,17.72069,0.006913617,16.95854,0.005520481,16.54117,0.005575341,16.26879,0.01474908,0.07786069,1.265463E-05,0,GALAXY,STARFORMING,0.108279,0.022602
1237651755087102356,3,19.30381,0.05398675,18.2876,0.01016426,17.61641,0.008322937,17.19435,0.008834242,27.84823,0.04400967,0.2018979,1.703492E-05,0,GALAXY,STARBURST,-9999,-9999
1237651800699764877,3,18.92365,0.05830361,17.53023,0.008861351,16.84551,0.007033654,16.46638,0.00711464,16.25189,0.02036345,0.09590062,1.082509E-05,0,GALAXY,STARFORMING,0.093454,0.022328
1237657191444119721,3,19.33578,0.06256703,17.62455,0.007067417,16.77366,0.005527194,16.34078,0.005260257,15.98001,0.01260564,0.09602412,1.87609E-05,0,GALAXY,null,0.080059,0.023091
1237657192514977991,3,19.26824,0.06332895,17.51409,0.006993255,16.51873,0.004862205,16.11203,0.004898328,15.77029,0.0106092,0.1107244,2.751586E-05,0,GALAXY,null,0.123083,0.010733
1237657584951164986,3,15.03082,0.006539064,13.55253,0.001869649,12.89341,0.001716939,12.56469,0.001725919,12.33166,0.002499885,0.02373611,1.211979E-05,0,GALAXY,STARFORMING,0.038375,0.007721
1237657584951230617,3,16.47074,0.01583533,14.9585,0.003295555,14.24205,0.002542687,13.83363,0.002495233,13.53136,0.004344793,0.02341874,1.358065E-05,0,GALAXY,STARFORMING,0.033867,0.009637
1237659896711741950,3,18.58152,0.04818946,16.68991,0.005260234,15.71583,0.003889509,15.2698,0.003679534,14.87471,0.007626677,0.1015394,2.541261E-05,0,GALAXY,null,0.093412,0.015125
1237659896712331574,3,18.90041,0.03753597,17.16017,0.005107744,16.3157,0.004114917,15.84823,0.003890812,15.5224,0.008116245,0.07317003,1.211339E-05,0,GALAXY,AGN,0.072452,0.015139
1237659897249202599,3,19.97066,0.05800065,18.27199,0.007487196,17.4678,0.006046701,17.08178,0.005787932,16.83896,0.0146158,0.07164207,2.210098E-05,0,GALAXY,null,0.077822,0.021598
1237659897785418063,3,18.24946,0.02723638,16.37498,0.003826377,15.42867,0.00293664,15.01251,0.002948722,14.71018,0.005171128,0.0831936,1.620972E-05,0,GALAXY,null,0.088533,0.008191
