objID,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,specObjID,z,zErr,photoZ,photoErr,class,subClass
1237648721221648570,18.5417,0.02866356,17.59559,0.007053656,17.22673,0.00671981,17.03572,0.007658916,16.8562,0.02238099,307379778372003840,0.02126185,4.955024E-06,0.028863,0.00914,GALAXY,STARBURST
1237648721221714070,20.36454,0.08350314,18.49855,0.01003048,17.49455,0.006567085,17.06245,0.006428216,16.70326,0.01442104,307381152761538560,0.09639085,3.532896E-05,0.120803,0.010028,GALAXY,
1237648721757208780,21.07246,0.1536956,18.73203,0.01176786,17.52222,0.006852292,17.01618,0.006421572,16.64996,0.01529665,306387468859500544,0.1480429,3.493773E-05,0.178286,0.013918,GALAXY,
1237648721757274128,20.74453,0.07698775,18.72794,0.008866543,17.77591,0.00632897,17.40137,0.006242822,17.06902,0.01440486,306385819592058880,0.09823786,2.686528E-05,0.116306,0.014172,GALAXY,
1237648721757274334,19.34225,0.03790089,18.16687,0.0076416,17.57151,0.006572483,17.17612,0.006586122,16.93111,0.01808099,306386094469965824,0.09590657,5.864444E-06,0.105443,0.021384,GALAXY,STARFORMING
1237648721757274423,22.59907,0.5448596,20.13748,0.03258891,18.47722,0.01248994,17.89978,0.01096644,17.54208,0.02938913,306387743737407488,0.3264726,8.211641E-05,0.319741,0.019526,GALAXY,
1237648721757274423,22.59907,0.5448596,20.13748,0.03258891,18.47722,0.01248994,17.89978,0.01096644,17.54208,0.02938913,307469113691760640,0.3267483,7.687145E-05,0.319741,0.019526,GALAXY,
1237648721757339832,19.507,0.05287448,18.29098,0.0107887,17.73147,0.01033513,17.39206,0.009236008,17.17041,0.02787762,306396264952522752,0.09801202,6.730575E-06,0.094612,0.021054,GALAXY,STARBURST
1237648721757339852,20.69295,0.1276474,18.7662,0.01319357,17.56004,0.007530484,17.13179,0.007306938,16.75443,0.01823567,306396539830429696,0.1697273,3.953863E-05,0.175797,0.010285,GALAXY,
1237648721757340250,22.7434,0.8226264,20.72739,0.06852959,18.83836,0.0202471,18.23389,0.01716866,17.77029,0.04543305,307468563935946752,0.3126287,4.44202E-05,0.36623,0.018531,GALAXY,STARFORMING
1237648721757405212,20.16066,0.06808403,18.62231,0.01008511,17.76875,0.007342669,17.33164,0.007131544,17.05945,0.01954252,306409459092056064,0.09830527,1.077914E-05,0.142492,0.032631,GALAXY,STARFORMING
1237648721757405352,18.00996,0.03377359,16.684,0.00563622,16.14559,0.005145398,15.87926,0.005769334,15.74518,0.01937409,306408909336242176,0.05605672,1.288132E-05,0.037111,0.014336,GALAXY,STARFORMING
